id,comment,label
0,"there is communication gap between the engineer and a boy who makes the job card . if the engineer is telling something he should also listen to the customer what he is saying . boy was instructed to give in writing but still that boy gave excuses that computer is close etc . this will take 1 hour , whenever we visit there they say that computer is not working .",['inform']
1,time which they take for service it should be less . they should increase service staff at dealership .,['staff']
2,"after taking vehicle for repair , they took 16 to 17 days which should happen in 1 to 2 days .",['repair']
3,they are taking more time for water servicing and for billing so they have to reduce it .,[u'bill']
4,they should do their work quickly .,['others']
5,once there was small issue in my vehicle then i visited the service center . i had urgent work so i wanted my vehicle quickly but they didn \? t provide it . also they had took much time for such a small work .,[u'issu']
6,"whatever time , they are committing they should be give car on that time .",[u'commit']
7,if they committed time as 90 min for servicing then they should give car within timeline or approx . within 2 hours . or they should take appointment of customers who are staying very far from service center in early morning .,"[u'commit', 'distanc']"
8,they have to complete the vehicle servicing fastly .,['others']
9,taking too long time to complete the customer services and services need to complete quickly .,['others']
10,"if a customer gives car for servicing then it should be serviced properly . need to concentrate on one car while servicing . once the servicing is completed the dealership staff should inform them accordingly but they do not inform us hence we don \? t know about our car service status exactly . there should be some relationship in between the technician and customer to avoid the lack of communication , so that the technician may contact the customer directly regarding our car servicing .","['inform', 'staff']"
11,they took more time for vehicle servicing instead of this they should return the vehicle after the servicing within 2 to 3 hours .,['deliveri']
12,increase the dealership branches in velachery to tambaram area .,['others']
13,taking too long time to complete the customer services . services need to complete quickly .,['others']
14,they should listen to the customer and should not make customer wait beyond their commitment as the commit to customer wait till 12 pm and they handover the at 5 pm .,[u'commit']
15,sometime they take more time for servicing . it should be decrease .,['others']
16,they should return the vehicle within 1 hour . everything should be done in one hour .,['deliveri']
17,whenever i visit to the service center i see the long queue . if the assistant of service center would take the car inside do paper work as early as possible then waiting would be reduce . to take the car inside they took 20 minutes should do fast .,['paper']
18,i am not satisfied for car wash services they had washed my car but it was not completely washed so they should improve it .,['wash']
19,servicing the car should be quickly because they are take long time for servicing the vehicle .,['others']
20,they have less capacity and the number of cars taken is high . they say they will give car in two or two and half hours but they extend the time and give it in the evening . last time we received our car in the evening at the 5 pm which you can check in your records also and the car was given at 9 am . they must increase the capacity and the manpower . taking two or two and half an hour is okay but more than that if they give car at 5 pm then it becomes very difficult for us . if 30 40 min are taken more in the time mentioned by them then also it is fine but sitting there from 1 5 is difficult .,"['inform', 'staff']"
21,they should have proper availability of spare parts and only when call the customer when they have availability od spare parts .,['spare']
22,"if they commit us time for delivery of vehicle after service , they make us wait for delivery of vehicle . if they commit us 4 00 pm to delivery of vehicle , we get vehicle on 4 30 pm , 5 00 pm , 5 30 or 6 00 pm . they should complete their work in given time or they should give proper time to customers for delivery of vehicles after service .",['deliveri']
23,"i went to service center to service the vehicle after 40000 km servicing they told me that it will take 5 6 hours but they delivered me next day evening they told that battery is week . so they replace , it because of that it was delayed also i have checked the same issue out side but they told it is in good condition then also they replaced it .","['deliveri', u'commit']"
24,they provide my vehicle after 2 hours which is late for me because i want go out side . they should be done there work on time . if we go in the morning to the service center then we get my vehicle in afternoon .,['others']
25,they took 3 4 days to complete the servicing of my vehicle . request of service need to within given time period without delaying .,[u'commit']
26,if they have n't any spare part so they take it from other dealer but not make customer wait .,['wait']
27,"there is no wheel allotment facility , we have to visit the other town for wheels",[u'facil']
28,service should be done that time which they told . also they not complete third when which they told customer .,['others']
29,they do not have main power so it should increase . advisors are too busy that they did not attend customers properly,['staff']
30,they have to complete the service within the committed time period .,[u'commit']
31,they should appoint good mechanic staff to handle the servicing car,['staff']
32,the charges of after servicing are so expensive . if it would be reduces then it would be better .,[u'charg']
33,for servicing if they take 1 to 1 and half hour is ok but work done must be perfect . then there is no need to bother about the time taken .,['others']
34,accessories were not there . accessories placed somewhere else it should available in same place .,['spare']
35,they should tell the proper time that how much time will they take to complete the service .,['inform']
