id,comment,label
0,"earlier , i had given my car to servicing they told me , \? we will give complete details within 1 or 2 day or till monday \? . after that they committed me that we will complete the servicing till friday handover car to you but it was not completed . they completed servicing on next friday . previously they checked problem and they were aware about my car door issue . after that they had not given me proper time frame . they should know how much time it will take to deliver the car back . they should say , \? sir it will take 15 days , so please adjust to do your work . they finally gave our car on saturday .",['detail']
1,they should explain everything,['staff_work_call']
2,they should give proper explanation .,[u'explan_proper_clear']
3,they are not providing the correct information . they do n't have a capability to estimate what problem is there in the system .,['information']
4,after resolving the customer query customer should be satisfied after trial on car .,['question']
5,when customer come in showroom that time staff should quickly respond to customer and staff should give proper timing information about the servicing of car .,['information']
6,they should not say lie to the customer what is the fact they should say that only,['staff_work_call']
7,"the problem should be solved in the service center itself we should not need to visit outside , because the vehicle is manufactured there itself so we are aware that they will use the original parts but in other place we are not aware they are using the original material or not .",['staff_work_call']
8,"they should not do false commitments to the customer , they should clearly update the customer how much time they need to do service .",['updat']
9,"staffs must behave politely and friendly with customers staffs must attend the customers properly , a staff must be made available at the entrance to receive the customers and give proper guidance to there queries",['behavior']
10,the quality of service advisor should be good and service advisor should satisfy the customers .,['advisor_work_proper']
11,if the service advisor makes any commitment then they must fulfill their commitments or at first only tell us if you cannot do it,['commit']
12,they should give proper information and rates should be clear and need to inform when car will be delivered .,['information']
13,there should be transparency . means not only tire but any part customer should understand it completely and should be resolved within time .,[u'understand_problem_manag']
14,"technically , the required information and knowledge is not in them . i think the trainings are not done properly or else they might have given the training but the person \? s understanding level was not up to the mark . advisor must look into this , if they can convince the customer and they must understand the issue .",['knowledg']
15,"if there is any car problem , they must explain properly to customers . they should tell us what needs to be done in case of any issue .",['inform']
16,"they should update the customer about the issues of vehicle they found after the vehicle handed over by a customer , if needed they should make a call to the customer for the same so the customer ca n't elevate the staff .",['updat']
17,dealership staff should explain the customers properly . if we ask them to fix any extra part then they mention that we will get the part only after ordering it for this we will have to pay in advance . so instead of this they should have all the parts available with them .,['problem_staff_part']
18,"they should update the customers about the issue of car , as customer can only upper part of the car , customer ca n't see that what are they doing below the car .",['updat']
